ticker_h,CIK,EIN,FY,CEO Names,10-K Total Word Count,LTS Total Word Count,LTS Promo Word Count,LTS Preven Word Count,LTS Promo Words Proportion of LTS Total Word Count,LTS Preven Words Proportion of LTS Total Word Count
HNI,48287.0,4-20617510,2000,Stan A. Askren,53248,990,38,18,0.038619559,0.018470623000000002
HNI,48287.0,4-20617510,2001,Stan A. Askren,53440,978,100,24,0.102650788,0.024780677
HNI,48287.0,4-20617510,2002,Stan A. Askren,36432,966,67,73,0.069171753,0.075680295
HNI,48287.0,4-20617510,2003,Stan A. Askren,42928,889,136,15,0.15333713599999999,0.017019822
HNI,48287.0,4-20617510,2004,Stan A. Askren,53461,1158,119,31,0.102711248,0.026570717
HNI,48287.0,4-20617510,2005,Stan A. Askren,31555,940,28,67,0.029541232,0.070833428
HNI,48287.0,4-20617510,2006,Stan A. Askren,42313,903,50,73,0.055041911,0.080981619
HNI,48287.0,4-20617510,2007,Stan A. Askren,44116,960,46,19,0.048383080999999994,0.019704242
HNI,48287.0,4-20617510,2010,Stan A. Askren,47996,937,91,30,0.09717909,0.031537326
HNI,48287.0,4-20617510,2011,Stan A. Askren,43980,846,108,23,0.128007189,0.026712882
HNI,48287.0,4-20617510,2012,Steven M. Bradford,38280,1088,101,42,0.092951625,0.038192524
HNI,48287.0,4-20617510,2013,Steven M. Bradford,46059,2026,124,122,0.061238741,0.060139952999999996
HNI,48287.0,4-20617510,2014,Steven M. Bradford,35307,1056,80,28,0.076032596,0.026284734
HNI,48287.0,4-20617510,2015,Jerald K. Dittmer,54859,1150,127,76,0.110571213,0.066504139
HNI,48287.0,4-20617510,2016,Jerald K. Dittmer,54906,1207,83,61,0.068892441,0.050652986
HFC,48039.0,7-51056913,2011,Michael C. Jennings ,47028,1119,150,109,0.134424737,0.09762367699999999
HFC,48039.0,7-51056913,2016,George J. Damiris,37236,1055,64,24,0.060411827,0.022305154
HFC,48039.0,7-51056913,2017,George J. Damiris,37983,998,35,59,0.034817045,0.059171083
HON,773840.0,2-22640650,1998,Rob Gillette,39861,927,28,31,0.030311777999999998,0.033926184
HON,773840.0,2-22640650,2000,Rob Gillette,40574,921,54,21,0.058096157,0.022760007000000002
HON,773840.0,2-22640650,2001,Rob Gillette,35010,919,37,66,0.039910637,0.071463107
HON,773840.0,2-22640650,2002,Rob Gillette,26913,932,67,32,0.07153315,0.034655457
HON,773840.0,2-22640650,2003,Rob Gillette,32363,1043,87,103,0.083184071,0.09858532699999999
HON,773840.0,2-22640650,2004,Rob Gillette,32188,1023,102,27,0.099848329,0.025995524
HON,773840.0,2-22640650,2005,Rob Gillette,31001,889,47,69,0.053417488,0.077823846
HON,773840.0,2-22640650,2006,Rob Gillette,32741,1005,45,78,0.044330519000000006,0.077328178
HON,773840.0,2-22640650,2007,Rob Gillette,35443,1225,75,49,0.061541108,0.040101282
HON,773840.0,2-22640650,2008,Rob Gillette,41675,997,90,18,0.090071125,0.017873203
HON,773840.0,2-22640650,2009,Time ahoney ,40555,809,81,78,0.10061346800000001,0.09602787900000001
HON,773840.0,2-22640650,2010,Time ahoney ,45832,870,35,26,0.039820416000000004,0.029509326000000002
HON,773840.0,2-22640650,2011,Time ahoney ,68995,1018,100,40,0.09831823099999999,0.038963793999999996
HON,773840.0,2-22640650,2012,Time ahoney ,43499,839,45,31,0.053456116,0.036780289
HON,773840.0,2-22640650,2013,Time ahoney ,51277,998,43,29,0.043034533,0.029317068999999998
HON,773840.0,2-22640650,2014,Time ahoney ,35907,1056,43,73,0.040736345,0.068991697
HON,773840.0,2-22640650,2015,David M. Cote ,42857,947,46,37,0.048286273,0.039262936
HON,773840.0,2-22640650,2016,David M. Cote ,47496,987,47,34,0.047391309000000006,0.034521385
HON,773840.0,2-22640650,2017,David M. Cote ,43020,887,65,57,0.073134532,0.064133577
HON,773840.0,2-22640650,2018,Darius Adamczyk,36654,1042,107,88,0.102329194,0.084471546
HON,773840.0,2-22640650,2019,Darius Adamczyk,48799,966,42,30,0.043113109000000004,0.031496183
HMN,850141.0,3-70911756,2002,Horace Mann,39311,1198,42,21,0.034833232,0.017363257
HMN,850141.0,3-70911756,2003,Horace Mann,53856,1491,142,40,0.09508936300000001,0.026613377
HMN,850141.0,3-70911756,2004,Horace Mann,49889,1484,154,89,0.103671334,0.059789975
HMN,850141.0,3-70911756,2005,Horace Mann,44378,1559,132,65,0.084880395,0.041802392
HMN,850141.0,3-70911756,2006,Horace Mann,45439,1204,74,106,0.061111553,0.087633169
HMN,850141.0,3-70911756,2007,Horace Mann,52729,1974,114,32,0.057946211,0.016089175
HMN,850141.0,3-70911756,2008,Horace Mann,27875,1779,53,31,0.029986513,0.017613448
HMN,850141.0,3-70911756,2009,Horace Mann,38370,2047,111,143,0.054113684,0.06974185299999999
HMN,850141.0,3-70911756,2010,Horace Mann,52289,1994,116,59,0.058225785,0.029719177000000003
HMN,850141.0,3-70911756,2011,Horace Mann,35942,1081,42,57,0.038727167,0.05286608
HMN,850141.0,3-70911756,2012,Horace Mann,43502,2078,114,180,0.054972743,0.08678073300000001
HMN,850141.0,3-70911756,2013,Horace Mann,43863,1069,70,23,0.065263845,0.021611945
HMN,850141.0,3-70911756,2014,Horace Mann,41468,2023,89,89,0.043850318,0.043871792
HMN,850141.0,3-70911756,2015,Horace Mann,46184,1023,124,64,0.120894559,0.062700438
HMN,850141.0,3-70911756,2016,Horace Mann,48541,2170,64,152,0.029271699999999998,0.070250858
HMN,850141.0,3-70911756,2017,Horace Mann,41301,957,31,35,0.031955941,0.036063505
HMN,850141.0,3-70911756,2018,Horace Mann,49399,996,34,67,0.034292505,0.067094553
HRL,48465.0,4-10319970,1998,Joel W. Johnson,35303,945,109,87,0.115461696,0.091895282
HRL,48465.0,4-10319970,1999,Joel W. Johnson,26003,1828,123,165,0.067200468,0.090523609
HRL,48465.0,4-10319970,2003,Joel W. Johnson,43259,1069,196,52,0.183062014,0.048628968
HRL,48465.0,4-10319970,2004,jeffrey M. Ettinger,27150,905,67,23,0.07362287,0.025837101
HRL,48465.0,4-10319970,2005,jeffrey M. Ettinger,36136,1047,110,34,0.104840435,0.032657599999999995
HRL,48465.0,4-10319970,2006,jeffrey M. Ettinger,42658,882,49,46,0.055641645,0.052710612000000004
HRL,48465.0,4-10319970,2007,jeffrey M. Ettinger,29067,1032,38,52,0.036839016,0.050190463
HRL,48465.0,4-10319970,2008,jeffrey M. Ettinger,43048,1118,142,38,0.126813236,0.033645168999999996
HRL,48465.0,4-10319970,2009,jeffrey M. Ettinger,29367,935,85,31,0.09094268300000001,0.033640069
HRL,48465.0,4-10319970,2010,jeffrey M. Ettinger,30904,1037,73,103,0.070193489,0.09911763
HRL,48465.0,4-10319970,2011,jeffrey M. Ettinger,53809,944,126,24,0.133269857,0.025837101
HRL,48465.0,4-10319970,2012,jeffrey M. Ettinger,47340,924,103,34,0.11110536,0.037155101
HRL,48465.0,4-10319970,2013,jeffrey M. Ettinger,26564,992,56,40,0.056565261,0.040592549
HRL,48465.0,4-10319970,2014,jeffrey M. Ettinger,32937,1030,68,70,0.065766831,0.068120628
HRL,48465.0,4-10319970,2015,jeffrey M. Ettinger,28542,877,103,18,0.11687574699999999,0.020905957
HRL,48465.0,4-10319970,2016,Jim Snee,49076,982,53,65,0.054351654000000006,0.066158846
HRL,48465.0,4-10319970,2017,Jim Snee,36340,895,58,39,0.064325698,0.043357499
HRL,48465.0,4-10319970,2018,Jim Snee,27224,968,84,73,0.08683704800000001,0.07548218
HRL,48465.0,4-10319970,2019,Jim Snee,25599,910,99,32,0.108970076,0.035462925
HOS,1131227.0,7-21375844,2003,Todd M. Hornbeck,53108,1158,62,32,0.053867657,0.027545177999999997
HOS,1131227.0,7-21375844,2004,Todd M. Hornbeck,54258,1614,133,113,0.08257233,0.070217709
HOS,1131227.0,7-21375844,2005,Todd M. Hornbeck,49264,1296,67,54,0.051975472,0.041550874
HOS,1131227.0,7-21375844,2006,Todd M. Hornbeck,37269,1109,36,109,0.032674119,0.098596745
HOS,1131227.0,7-21375844,2007,Patricia B. Melcher,38246,1698,78,142,0.046074557,0.08342401
HST,1070750.0,5-22095412,2002,Patricia B. Melcher,51277,933,127,29,0.136121789,0.030998654
HST,1070750.0,5-22095412,2003,Patricia B. Melcher,47432,1396,196,50,0.14062825199999998,0.036129222
HST,1070750.0,5-22095412,2004,CHRISTOPHER J. NASSETTA,26413,1289,38,120,0.029813667999999998,0.093448451
HST,1070750.0,5-22095412,2005,CHRISTOPHER J. NASSETTA,26445,1082,97,20,0.089818885,0.018859251
HST,1070750.0,5-22095412,2006,CHRISTOPHER J. NASSETTA,41343,886,34,20,0.038479565,0.022753673
HST,1070750.0,5-22095412,2007,CHRISTOPHER J. NASSETTA,27268,986,127,80,0.128632145,0.081391695
HST,1070750.0,5-22095412,2008,CHRISTOPHER J. NASSETTA,50145,957,41,21,0.042435271,0.022225029
HST,1070750.0,5-22095412,2009,CHRISTOPHER J. NASSETTA,44820,890,41,16,0.04631543900000001,0.017448882
HST,1070750.0,5-22095412,2010,CHRISTOPHER J. NASSETTA,38871,925,111,28,0.119712957,0.03012303
HST,1070750.0,5-22095412,2011,CHRISTOPHER J. NASSETTA,44244,954,64,89,0.067471851,0.093514426
HST,1070750.0,5-22095412,2012,W. EDWARD Walter ,54755,984,58,25,0.059317049000000004,0.024906473999999998
HST,1070750.0,5-22095412,2013,W. EDWARD Walter ,35912,967,99,31,0.101980719,0.031962194
HST,1070750.0,5-22095412,2014,W. EDWARD Walter ,45517,888,43,30,0.047965605999999994,0.033595561
HST,1070750.0,5-22095412,2015,W. EDWARD Walter ,54095,981,41,30,0.042155267,0.0304029
HST,1070750.0,5-22095412,2016,W. EDWARD Walter ,53700,984,87,59,0.088333903,0.059808472
HST,1070750.0,5-22095412,2017,James F. Risoleo,47492,1082,77,23,0.071417969,0.021498242999999997
HST,1070750.0,5-22095412,2018,James F. Risoleo,45309,1517,134,93,0.088153126,0.0610904
HST,1070750.0,5-22095412,2019,James F. Risoleo,49240,1331,224,36,0.16793499399999998,0.027239055
HHC,1498828.0,3-64673192,2010,Howard Hughes,43763,1113,48,22,0.042758215,0.019771783
HHC,1498828.0,3-64673192,2011,Howard Hughes,46184,982,42,24,0.04306971,0.023969231
HHC,1498828.0,3-64673192,2012,Howard Hughes,46235,1022,74,80,0.07231599799999999,0.07813740400000001
HHC,1498828.0,3-64673192,2013,Howard Hughes,47245,915,31,16,0.033626006,0.017404288
HPQ,47217.0,9-41081436,2000,Carleton S. Fiorina,39086,775,72,22,0.092365158,0.027786687999999997
HPQ,47217.0,9-41081436,2001,Carleton S. Fiorina,27074,1010,60,20,0.059166168,0.020087094
HPQ,47217.0,9-41081436,2002,Carleton S. Fiorina,55245,1095,60,44,0.054990751,0.039833553
HPQ,47217.0,9-41081436,2003,Carleton S. Fiorina,34959,1020,68,76,0.066882553,0.074429975
HPQ,47217.0,9-41081436,2005,Carleton S. Fiorina,39989,1802,93,84,0.051617334,0.046718668
HPQ,47217.0,9-41081436,2006,Carleton S. Fiorina,41992,918,68,27,0.074260208,0.029792658
HPQ,47217.0,9-41081436,2007,Mark V. Hurd,51918,2351,80,59,0.03396328,0.025233476
HPQ,47217.0,9-41081436,2008,Mark V. Hurd,45526,1128,84,76,0.074183294,0.06777801900000001
HPQ,47217.0,9-41081436,2009,Mark V. Hurd,46911,1519,83,32,0.054794098,0.02087215
HPQ,47217.0,9-41081436,2010,Leo Apothker,42760,800,33,50,0.041061029,0.062887141
HPQ,47217.0,9-41081436,2011,Leo Apothker,42412,955,66,70,0.068827334,0.073606348
HPQ,47217.0,9-41081436,2012,Leo Apothker,47459,844,63,20,0.074370925,0.023844993999999998
HPQ,47217.0,9-41081436,2013,Leo Apothker,49924,1033,31,46,0.029798672000000002,0.044181233
HPQ,47217.0,9-41081436,2014,Dion Weisler,46372,988,57,18,0.05785446,0.018470623000000002
HSBC,1089113.0,,1991,W. Purves,53359,1034,99,49,0.095339639,0.047532400999999995
HSBC,1089113.0,,1992,W. Purves,38267,912,28,86,0.030810892000000003,0.09414481599999999
HSBC,1089113.0,,1993,W. Purves,48885,953,154,83,0.161524552,0.08685379800000001
HSBC,1089113.0,,1994,W. Purves,38222,870,34,15,0.039048516,0.017117599
HSBC,1089113.0,,1995,W. Purves,40137,1040,63,104,0.060944218,0.09972325800000001
HSBC,1089113.0,,1996,W. Purves,45431,1024,79,62,0.077267487,0.060361495
HSBC,1089113.0,,1997,J.R. H Bond ,49316,2435,316,125,0.129661376,0.051163880999999994
HSBC,1089113.0,,1998,J.R. H Bond ,26496,1003,34,81,0.033585167,0.081062788
HSBC,1089113.0,,1999,J.R. H Bond ,27433,879,48,66,0.054972743,0.075642858
HSBC,1089113.0,,2005,J.R. H Bond ,68453,825,46,73,0.055477673,0.088363472
HSBC,1089113.0,,2006,J.R. H Bond ,57889,2280,266,94,0.116803979,0.041239079
HSBC,1089113.0,,2007,Steven Green ,59842,863,88,17,0.101776011,0.019272078
HSBC,1089113.0,,2008,Steven Green ,36305,979,190,69,0.193951925,0.070250858
HSBC,1089113.0,,2009,Steven Green ,61171,1013,48,100,0.047728333,0.09911763
HSBC,1089113.0,,2010,Steven Green ,26199,896,48,28,0.05405343,0.030788874
HSBC,1089113.0,,2012,Stuart Gulliver,70564,1010,56,23,0.055780635,0.023020871000000002
HSBC,1089113.0,,2013,Stuart Gulliver,61988,1019,89,41,0.087560266,0.040015753
HSBC,1089113.0,,2014,Stuart Gulliver,71176,1128,35,70,0.031077065,0.061677367999999996
HSBC,1089113.0,,2015,Stuart Gulliver,62360,973,50,61,0.05134622,0.062918321
HSBC,1089113.0,,2016,Stuart Gulliver,79335,1059,40,90,0.037305477000000004,0.08485947199999999
HSBC,1089113.0,,2017,John Flint,57632,1003,52,64,0.051373762999999996,0.063375312
HSBC,1089113.0,,2018,Charlie Nunn,67755,1000,85,17,0.084531373,0.017005729
HSBC,1089113.0,,2019,John Flint,67828,1146,97,110,0.08434991300000001,0.096325403
HUM,49071.0,6-10647538,1999,Mark V. Hurd,34237,885,47,13,0.05281305,0.015202597
HUM,49071.0,6-10647538,2000,David A. Jones,40091,853,75,32,0.08774057699999999,0.03787071
HUM,49071.0,6-10647538,2001,David A. Jo,51067,1327,94,110,0.070484485,0.08323838900000001
HUM,49071.0,6-10647538,2002,David A. Jo,42046,894,46,44,0.051558582,0.048823552
HUM,49071.0,6-10647538,2003,David A. Jo,53084,995,107,37,0.107190256,0.037329309
HUM,49071.0,6-10647538,2004,David A. Jo,44155,1070,75,26,0.069767182,0.024503902999999997
HUM,49071.0,6-10647538,2005,John R. Hall,43407,2468,251,58,0.101852925,0.023610915
HUM,49071.0,6-10647538,2006,David A. Jones,37808,1068,129,23,0.12124815300000001,0.021275292999999997
HUM,49071.0,6-10647538,2007,David A. Jones,41607,1129,165,21,0.145885909,0.018517742
HUM,49071.0,6-10647538,2008,David A. Jones,29980,2047,259,85,0.1264113,0.041612055
HUM,49071.0,6-10647538,2009,David A. Jones,51275,1838,80,87,0.043440494,0.047481139000000006
HUM,49071.0,6-10647538,2010,Kurt J. Hilzinger,51573,2109,193,109,0.09137105599999999,0.051667342000000005
HUM,49071.0,6-10647538,2011,Kurt J. Hilzinger,39483,903,53,55,0.059166168,0.061085783
HUM,49071.0,6-10647538,2012,Michael B. McCallister,50813,935,37,19,0.039099828999999996,0.020605361000000003
HUM,49071.0,6-10647538,2013,Kurt Hilzinger,43556,816,71,66,0.08683704800000001,0.081403442
HUM,49071.0,6-10647538,2014,Broussard,45452,888,28,28,0.031437281,0.031478405
HUM,49071.0,6-10647538,2015,D. Broussard,51573,914,60,17,0.065846643,0.019118806999999998
HUM,49071.0,6-10647538,2016,Kurt Hilzinger,51954,962,111,44,0.115406621,0.045679095
HUM,49071.0,6-10647538,2017,Bruce Broussard,51995,871,88,25,0.101032531,0.028341125
HUM,49071.0,6-10647538,2018,Bruce Broussard,44507,833,78,21,0.093567123,0.025279733999999998
HUM,49071.0,6-10647538,2019,Bruce Broussard,42063,990,55,45,0.05533252599999999,0.045209625999999996
HBAN,49196.0,3-10724920,2003,THOMAS E. HOAGLIN,42591,940,83,18,0.088474715,0.019350474
HBAN,49196.0,3-10724920,2004,THOMAS E. HOAGLIN,36847,965,151,25,0.156668619,0.025630545
HBAN,49196.0,3-10724920,2005,THOMAS E. HOAGLIN,34391,888,76,68,0.085661505,0.07701358900000001
HBAN,49196.0,3-10724920,2006,THOMAS E. HOAGLIN,34011,848,100,41,0.118137392,0.04852954
HBAN,49196.0,3-10724920,2007,THOMAS E. HOAGLIN,31562,980,60,52,0.060901552000000005,0.052867015999999996
HBAN,49196.0,3-10724920,2008,STEPHEN D. STEINOUR,52200,862,31,23,0.035731791,0.027020596
HBAN,49196.0,3-10724920,2009,STEPHEN D. STEINOUR,37544,949,67,39,0.070428513,0.041203127
HBAN,49196.0,3-10724920,2010,STEPHEN D. STEINOUR,46517,931,88,16,0.09418373599999999,0.017609707
HBAN,49196.0,3-10724920,2011,STEPHEN D. STEINOUR,44378,978,65,16,0.066878435,0.016056438
HBAN,49196.0,3-10724920,2012,STEPHEN D. STEINOUR,68051,820,39,56,0.047756982999999996,0.068729926
HBAN,49196.0,3-10724920,2013,STEPHEN D. STEINOUR,66753,969,67,47,0.069504199,0.048541678
HBAN,49196.0,3-10724920,2014,STEPHEN D. STEINOUR,65022,888,32,39,0.036590067000000004,0.043569555
HBAN,49196.0,3-10724920,2015,STEPHEN D. STEINOUR,57867,761,32,76,0.042298300999999996,0.099314073
HBAN,49196.0,3-10724920,2016,STEPHEN D. STEINOUR,55847,902,61,16,0.068134779,0.017959935
HBAN,49196.0,3-10724920,2017,STEPHEN D. STEINOUR,37171,912,66,38,0.072085404,0.042036320999999995
HBAN,49196.0,3-10724920,2018,STEPHEN D. STEINOUR,52790,1026,139,36,0.13562849,0.035024738
HBAN,49196.0,3-10724920,2019,STEPHEN D. STEINOUR,53004,882,112,13,0.12668198,0.014479542
HII,1501585.0,9-00607005,2011,L. Fontaine,45832,924,80,47,0.086084743,0.05037404400000001
HII,1501585.0,9-00607005,2012,L. Fontaine,44956,1070,92,40,0.08602934400000001,0.037640715
HII,1501585.0,9-00607005,2013,L. Fontaine,44521,1051,55,86,0.051946072999999995,0.081691631
HII,1501585.0,9-00607005,2014,THOMAS B. FARGOU.S,46223,867,89,45,0.10209587099999999,0.0520971
HII,1501585.0,9-00607005,2015,THOMAS B. FARGOU.S,44485,987,37,60,0.037752913,0.060322372
HII,1501585.0,9-00607005,2016,THOMAS B. FARGOU.S,51497,826,63,72,0.076570358,0.08733446800000001
HII,1501585.0,9-00607005,2017,THOMAS B. FARGOU.S,44059,787,46,39,0.058898322,0.050026552
HII,1501585.0,9-00607005,2018,Michael Petters,44188,818,88,24,0.1070268,0.029186792000000003
HUN,1307954.0,0-00000000,2005,Peter R. Huntsman,36241,752,39,46,0.052299385,0.061441301
HUN,1307954.0,0-00000000,2006,Peter R. Huntsman,35010,1454,89,45,0.061120439000000006,0.030766487000000002
HUN,1307954.0,0-00000000,2007,Peter R. Huntsman,49425,1044,159,24,0.152501755,0.023265596
HUN,1307954.0,0-00000000,2008,Peter R. Huntsman,33391,942,44,64,0.04618657,0.067811514
HUN,1307954.0,0-00000000,2009,Peter R. Huntsman,33154,753,61,26,0.080725137,0.034623242
HUN,1307954.0,0-00000000,2010,Peter R. Huntsman,28938,932,47,21,0.050607982,0.022952259
HUN,1307954.0,0-00000000,2011,Peter R. Huntsman,31033,1076,85,107,0.07923487,0.09945709300000001
HUN,1307954.0,0-00000000,2012,Peter R. Huntsman,29629,926,50,40,0.054358222000000005,0.043622685999999994
HUN,1307954.0,0-00000000,2013,Peter R. Huntsman,27936,958,46,22,0.047852612999999995,0.023205437000000002
HUN,1307954.0,0-00000000,2014,Peter R. Huntsman,26747,1104,127,28,0.114664175,0.025745151
HUN,1307954.0,0-00000000,2015,Peter R. Huntsman,25033,893,105,21,0.117431118,0.023632582000000003
HUN,1307954.0,0-00000000,2016,Peter R. Huntsman,25311,974,32,22,0.032920688999999996,0.022474992000000003
HUN,1307954.0,0-00000000,2017,Peter R. Huntsman,30887,978,58,33,0.059667762,0.033481694
HUN,1307954.0,0-00000000,2018,Peter R. Huntsman,30327,862,34,26,0.039972169,0.030115284
HUN,1307954.0,0-00000000,2019,Peter R. Huntsman,27945,869,75,25,0.08585640900000001,0.028952765
HBP,1093082.0,4-30334550,2002,Chris Albrecht,53152,788,53,42,0.066903203,0.052868686
HBP,1093082.0,4-30334550,2003,Chris Albrecht,42821,968,83,47,0.08612257599999999,0.048128744
HBP,1093082.0,4-30334550,2004,Chris Albrecht,27583,962,51,26,0.053020355,0.027140823999999997
HBP,1093082.0,4-30334550,2005,Chris Albrecht,43561,1550,197,26,0.127034019,0.016608917
HBP,1093082.0,4-30334550,2006,Chris Albrecht,40786,988,138,60,0.139931304,0.061017029
HBP,1093082.0,4-30334550,2007,Chris Albrecht,51812,890,47,64,0.052907908,0.071720155
HBP,1093082.0,4-30334550,2008,Chris Albrecht,28648,991,89,38,0.09004654699999999,0.038570784
HBP,1093082.0,4-30334550,2009,Chris Albrecht,53731,814,53,14,0.065267778,0.017605371
HBP,1093082.0,4-30334550,2010,Chris Albrecht,27787,959,35,33,0.036259013,0.033981449
HBP,1093082.0,4-30334550,2011,Chris Albrecht,66288,969,54,39,0.056241967999999996,0.040562276
HBP,1093082.0,4-30334550,2012,Chris Albrecht,53353,962,49,18,0.05075125,0.018375392
HBP,1093082.0,4-30334550,2013,Chris Albrecht,33928,840,34,37,0.04058246,0.044526486
H,1468174.0,2-01480589,2009,Chris Albrecht,42021,955,31,37,0.031947075,0.038658616
H,1468174.0,2-01480589,2010,Thomas J. Pritzker,43343,987,42,27,0.042252415,0.027476482000000003
HY,1173514.0,3-11637659,2012,Thomas J. Pritzker,32937,987,89,47,0.09026222,0.047541982999999996
HY,1173514.0,3-11637659,2013,Thomas J. Pritzker,51006,1026,84,44,0.082266975,0.043274042
HY,1173514.0,3-11637659,2014,Thomas J. Pritzker,46343,852,87,27,0.10254343,0.031297824
HY,1173514.0,3-11637659,2015,Thomas J. Pritzker,38186,886,64,13,0.072575675,0.01464348
HY,1173514.0,3-11637659,2016,Thomas J. Pritzker,52307,794,38,66,0.04783231,0.083149042
HY,1173514.0,3-11637659,2017,Joe Loughrey,51653,1029,64,61,0.062388285999999994,0.059669685
HY,1173514.0,3-11637659,2018,James M. Bemowski,45573,1006,81,40,0.080793982,0.04006126
IAG,1203464.0,001-31528,2008,Joseph Conway ,31706,966,60,86,0.062045578,0.089353851
IAG,1203464.0,001-31529,2009,Joseph Conway ,27148,1028,34,15,0.033143142,0.015045121000000002
IAG,1203464.0,001-31530,2010,Peter C. Jones,37966,1123,177,66,0.157666677,0.058891365999999994
IAG,1203464.0,001-31531,2011,Stephen Letwin ,52334,1142,101,89,0.088079406,0.077682436
IAG,1203464.0,001-31532,2012,Stephen Letwin ,34671,831,55,74,0.066553392,0.088511257
IAG,1203464.0,001-31533,2013,Stephen Letwin ,47951,1107,130,45,0.117024826,0.040353145
IAG,1203464.0,001-31534,2014,Stephen Letwin ,31315,922,144,57,0.15599771,0.061361806
IAG,1203464.0,001-31535,2015,Stephen Letwin ,33545,979,56,18,0.05744705,0.017959935
IAG,1203464.0,001-31536,2016,Stephen Letwin ,34983,1027,36,71,0.034963173,0.069266816
IAG,1203464.0,001-31537,2017,Stephen Letwin ,39209,1049,44,91,0.042205732,0.086621418
IAG,1203464.0,001-31538,2018,Stephen Letwin ,30782,979,78,70,0.07963278,0.071414265
IAG,1203464.0,001-31539,2019,Stephen Letwin ,36385,1003,83,52,0.082792647,0.052004651
IDA,1057877.0,001-14465,2002,J. Lamont Keen,50186,1171,76,26,0.06514070200000001,0.022482619
IDA,1057877.0,001-14466,2003,J. Lamont Keen,37994,820,26,18,0.032290068,0.022171048
IDA,1057877.0,001-14467,2004,J. Lamont Keen,51607,1218,40,66,0.033140459,0.054591062999999995
IDA,1057877.0,001-14468,2005,J. Lamont Keen,54311,1105,82,59,0.073923589,0.053819619000000006
IDA,1057877.0,001-14469,2006,J. Lamont Keen,54159,1295,88,45,0.068118065,0.034771084
IDA,1057877.0,001-14470,2007,J. Lamont Keen,67907,1111,74,48,0.066579871,0.04359984
IDA,1057877.0,001-14471,2008,J. Lamont Keen,69078,966,132,14,0.136865255,0.014517825
IDA,1057877.0,001-14472,2009,J. Lamont Keen,44982,1015,82,69,0.080725137,0.067570902
IDA,1057877.0,001-14473,2010,J. Lamont Keen,49425,888,38,82,0.043034533,0.09228473300000001
IDA,1057877.0,001-14474,2011,J. Lamont Keen,56308,937,37,27,0.039215392,0.029317068999999998
IDA,1057877.0,001-14475,2012,J. Lamont Keen,72408,1200,74,25,0.06202662,0.021180967000000002
IDA,1057877.0,001-14476,2013,J. Lamont Keen,29811,987,75,83,0.075566078,0.084033242
IDA,1057877.0,001-14477,2014,Darrel T. Anderson,43440,917,105,41,0.114660666,0.045026445
IDA,1057877.0,001-14478,2015,Darrel T. Anderson,63897,1064,41,49,0.038721317000000005,0.045935878
IDA,1057877.0,001-14479,2016,Darrel T. Anderson,52720,943,59,54,0.062821087,0.056805027
IDA,1057877.0,001-14480,2017,Darrel T. Anderson,42056,1051,37,94,0.035412391,0.089863955
IDA,1057877.0,001-14481,2018,Darrel T. Anderson,56775,944,30,39,0.031999592,0.041297039
IDA,1057877.0,001-14482,2019,Darrel T. Anderson,40445,890,76,52,0.085542262,0.058520244000000006
IEX,832101.0,36-3555336,2002,Dennis K. Williams,47257,970,37,96,0.037747244,0.09861489999999999
IEX,832101.0,36-3555337,2003,Dennis K. Williams,25531,866,78,44,0.090574236,0.05112337
IEX,832101.0,36-3555338,2004,Dennis K. Williams,53820,863,46,41,0.05283271900000001,0.047229692000000004
IEX,832101.0,36-3555339,2005,Larry Kingsley,53303,1042,51,17,0.0490599,0.016259996000000002
IEX,832101.0,36-3555340,2006,Larry Kingsley,42645,770,46,57,0.05967979,0.074303552
IEX,832101.0,36-3555341,2007,Larry Kingsley,32285,1127,65,19,0.05734319400000001,0.016496344
IEX,832101.0,36-3555342,2008,Larry Kingsley,36326,935,128,93,0.137187606,0.099669602
IEX,832101.0,36-3555343,2009,Larry Kingsley,49025,878,87,57,0.09946028300000001,0.064731201
IEX,832101.0,36-3555344,2010,Larry Kingsley,29102,937,38,83,0.041034666000000004,0.088444938
IEX,832101.0,36-3555345,2012,Andrew Silvernail,49389,1079,37,50,0.034357667,0.045928089000000005
IEX,832101.0,36-3555346,2013,Andrew Silvernail,32774,1043,119,69,0.114461599,0.065914216
IEX,832101.0,36-3555347,2014,Andrew Silvernail,27692,1007,42,38,0.041287858999999996,0.037857805
IEX,832101.0,36-3555348,2015,Andrew Silvernail,51334,931,63,31,0.067561816,0.0330314
IDT,1005731.0,22-3415036,2001,Liore Alroy ,43058,1053,101,54,0.095853489,0.051108506
IDT,1005731.0,22-3415037,2002,Liore Alroy ,52942,948,49,26,0.051760695999999995,0.027607068999999998
IDT,1005731.0,22-3415038,2003,Liore Alroy ,40340,1062,88,42,0.082819894,0.039676786
IDT,1005731.0,22-3415039,2004,Howard Jonas,25663,878,58,74,0.06584327799999999,0.083876507
IDT,1005731.0,22-3415040,2005,Howard Jonas,49214,1040,48,77,0.046511885,0.074468948
IDT,1005731.0,22-3415041,2006,Howard Jonas,54433,2116,181,71,0.085503156,0.033784601000000004
IDT,1005731.0,22-3415042,2007,Howard Jonas,30185,918,76,92,0.083284807,0.09977113900000001
IDT,1005731.0,22-3415043,2008,Howard Jonas,35729,843,47,63,0.055444445,0.074278882
IDT,1005731.0,22-3415044,2009,Howard Jonas,41394,985,39,42,0.039310818,0.042564516
